Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Featured Ingredients (product.metafields.custom.featured_ingredients),How to Use (product.metafields.custom.how_to_use),Specific Item Info (product.metafields.custom.specific_item_info),Why We Love It (product.metafields.custom.why_we_love_it),Active ingredient (product.metafields.shopify.active-ingredient),Color (product.metafields.shopify.color-pattern),Constitutive ingredients (product.metafields.shopify.constitutive-ingredients),Dispenser type (product.metafields.shopify.dispenser-type),Fragrance level (product.metafields.shopify.fragrance-level),Moisturizer type (product.metafields.shopify.moisturizer-type),Package type (product.metafields.shopify.package-type),Product certifications & standards (product.metafields.shopify.product-certifications-standards),Product form (product.metafields.shopify.product-form),Skin care effect (product.metafields.shopify.skin-care-effect),Skin care features (product.metafields.shopify.skin-care-features),Skin care mask type (product.metafields.shopify.skin-care-mask-type),Suitable for skin type (product.metafields.shopify.suitable-for-skin-type),Target gender (product.metafields.shopify.target-gender),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Status
naming-fluffy-powder-blush-3-2g,,,,,,,,,HALO,,,,,,,,,0.0,shopify,100,deny,manual,20.00,,true,true,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/10f231c3-aed7-4c63-978c-03e4c5693dad_c407bd38-de1e-426a-9c65-c69a654d8ad0.jpg?v=1742865994,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/ca3a16c8-f556-4aad-88d2-875d1db739d8_72f0f899-da5f-439c-8a4d-924400a3e52d.jpg?v=1742865994,lb,,,,,,,,,
naming-fluffy-powder-blush-3-2g,,,,,,,,,TOAST,,,,,,,,,0.0,shopify,100,deny,manual,20.00,,true,true,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/a38eddb8-c54f-4554-b392-ae6253f909c1_d1286f5f-4fd9-49b9-963c-4aebc5ed89ea.jpg?v=1742865994,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/3bcfb524-0029-487c-ac9d-c147c2d2620d_405bb154-22b0-4cdc-a269-93cd800094bf.jpg?v=1742865994,lb,,,,,,,,,
naming-fluffy-powder-blush-3-2g,,,,,,,,,BAGEL,,,,,,,,,0.0,shopify,100,deny,manual,20.00,,true,true,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/9a04ffb8-c38a-44bd-909b-3b7c94803b67_56dab8f3-e91b-4e9f-b0bc-df0cd3ef91be.jpg?v=1742865994,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/0cea2fa5-bb66-49b3-bbbf-568bb008f143_4921b461-1b35-48fa-8381-f846cca5e13d.jpg?v=1742865994,lb,,,,,,,,,
naming-fluffy-powder-blush-3-2g,,,,,,,,,STRUT,,,,,,,,,0.0,shopify,100,deny,manual,20.00,,true,true,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/ec6e00b4-90ae-4744-880a-ca5f6d3548bf_1ffe9558-d138-4a10-a8e7-3e0d0c3ff75a.jpg?v=1742865994,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/e79617e7-d4e1-4f7d-89f6-30410656782c_3c937d0e-8994-4abb-9e61-b21092656184.jpg?v=1742865994,lb,,,,,,,,,
naming-fluffy-powder-blush-3-2g,,,,,,,,,NAMING,,,,,,,,,0.0,shopify,100,deny,manual,20.00,,true,true,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/add3f346-889d-478e-9513-a3c55219c01f_1942af3e-98cf-4d92-979d-2d35de6d1276.jpg?v=1742865994,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/2a9b5046-891d-401f-87ee-7cc978504cb6_81adb1bd-ef22-4825-a6a1-d011ee8b46a0.jpg?v=1742865994,lb,,,,,,,,,
naming-fluffy-powder-blush-3-2g,,,,,,,,,NIESE,,,,,,,,,0.0,shopify,100,deny,manual,20.00,,true,true,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/83f86681-d0bc-4269-ba5b-fb403992c58d_4aefd28a-da3b-43cd-a63f-f1738e7373a1.jpg?v=1742865994,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/4b864de9-9e0a-4785-a8da-d31a65f6825e_99c919db-5678-4fdd-bd04-1bbbca5073cd.jpg?v=1742865994,lb,,,,,,,,,
naming-fluffy-powder-blush-3-2g,,,,,,,,,POVE,,,,,,,,,0.0,shopify,100,deny,manual,20.00,,true,true,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/ca3a16c8-f556-4aad-88d2-875d1db739d8_72f0f899-da5f-439c-8a4d-924400a3e52d.jpg?v=1742865994,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/550f931a-6649-40ba-ba9e-9e0a3550e5de_0eb13ae6-c54d-42f7-bc2c-30f510215dd4.jpg?v=1742865994,lb,,,,,,,,,
naming-fluffy-powder-blush-3-2g,,,,,,,,,A BIT,,,,,,,,,0.0,shopify,100,deny,manual,20.00,,true,true,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/3bcfb524-0029-487c-ac9d-c147c2d2620d_405bb154-22b0-4cdc-a269-93cd800094bf.jpg?v=1742865994,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/cc5d0f68-3504-409f-a477-109744bf9a87_7af27076-8473-43df-a987-2a0192443861.jpg?v=1742865994,lb,,,,,,,,,
naming-fluffy-powder-blush-3-2g,,,,,,,,,PILLOW,,,,,,,,,0.0,shopify,100,deny,manual,20.00,,true,true,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/0cea2fa5-bb66-49b3-bbbf-568bb008f143_4921b461-1b35-48fa-8381-f846cca5e13d.jpg?v=1742865994,10,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/cf63782d-7960-4311-916d-382a960063bc_6981aba7-4093-4186-9ad2-d5e06baab6f4.jpg?v=1742865994,lb,,,,,,,,,
naming-fluffy-powder-blush-3-2g,,,,,,,,,PAGIE,,,,,,,,,0.0,shopify,100,deny,manual,20.00,,true,true,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/e79617e7-d4e1-4f7d-89f6-30410656782c_3c937d0e-8994-4abb-9e61-b21092656184.jpg?v=1742865994,11,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/7e4998c0-0baf-4b80-a594-b9f181524b96_0f16f4c5-62a2-4a38-88f7-1e963de6c382.jpg?v=1742865994,lb,,,,,,,,,
naming-fluffy-powder-blush-3-2g,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/2a9b5046-891d-401f-87ee-7cc978504cb6_81adb1bd-ef22-4825-a6a1-d011ee8b46a0.jpg?v=1742865994,12,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
naming-fluffy-powder-blush-3-2g,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/4b864de9-9e0a-4785-a8da-d31a65f6825e_99c919db-5678-4fdd-bd04-1bbbca5073cd.jpg?v=1742865994,13,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
naming-fluffy-powder-blush-3-2g,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/550f931a-6649-40ba-ba9e-9e0a3550e5de_0eb13ae6-c54d-42f7-bc2c-30f510215dd4.jpg?v=1742865994,14,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
naming-fluffy-powder-blush-3-2g,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/cc5d0f68-3504-409f-a477-109744bf9a87_7af27076-8473-43df-a987-2a0192443861.jpg?v=1742865994,15,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
naming-fluffy-powder-blush-3-2g,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/cf63782d-7960-4311-916d-382a960063bc_6981aba7-4093-4186-9ad2-d5e06baab6f4.jpg?v=1742865994,16,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
naming-fluffy-powder-blush-3-2g,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/7e4998c0-0baf-4b80-a594-b9f181524b96_0f16f4c5-62a2-4a38-88f7-1e963de6c382.jpg?v=1742865994,17,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
naming-softy-cream-blush-4-5g,NAMING. Softy Cream Blush 4.5g,"",NAMING.,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup,Blush,"",true,Color,ROYILAC,,,,,,,,,0.0,shopify,100,deny,manual,15.73,20.00,true,true,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/c7d9b27f-19ab-41c4-8759-a33c68ad7859_7219c3c3-5a61-4b3a-a731-a273cce6af11.jpg?v=1742866012,1,"",false,,,,,,,,,,,,,,This soft creamy balm blush gently melts on contact for your desired cheek look. Feel free to match and layer as you desire!2 optimally formulated ingredients in the Fit-Layering System work to keep the healthy flush of colorÂ throughout the day.,"<img style=""display: block; margin-left: auto; margin-right: auto"" src=""https://cdn.shopify.com/s/files/1/0668/2555/2008/files/e455785e-f418-4253-900e-e8763721272d.jpg?v=1742781974"" alt="""">","<div class=""modal-body type-inner-scroll""><div class=""modal-contents""><!----> <div class=""modal-cont-box type02""><div class=""prd-description""><table class=""table prd-desc-tbl""><colgroup><col class=""col01""> <col class=""col02""></colgroup> <tbody id=""descTbody""><tr><th scope=""row"">Content volume or weight</th> <td>4.5g</td></tr><tr><th scope=""row"">Ideal for</th> <td>For all skin types</td></tr><tr><th scope=""row"">Expiration date (or expiration date after opening)</th> <td>Within 36 months after manufacture, 24 months after opening</td></tr><tr><th scope=""row"">How to Use</th> <td>Blend in with fingers to create a natural-looking makeup look.<br></td></tr><tr><th scope=""row"">Cosmetics manufacturers, cosmetics responsible distributors, and customized cosmetics sellers</th> <td>Hankook Cosmetics Co., Ltd. / ABIB Co., Ltd.</td></tr><tr><th scope=""row"">Country of Manufacture</th> <td>South Korea</td></tr><tr><th scope=""row"">Ingredients</th> <td>SIZ<br>Diisostearyl Malate,Octyldodecanol,Caprylic/Capric Triglyceride,Polyisobutene,Phytosteryl/Isostearyl/Cetyl/Stearyl/Behenyl Dimer Dilinoleate, Synthetic Wax,Microcrystalline Wax,Mica,Methyl Methacrylate Crosspolymer,1,2-Hexanediol,Sorbitan Sesquioleate,Caprylic/Capric Glycerides,Aluminum Hydroxide,Polyglyceryl-3 Polyricinoleate,Tocopherol,Tocopheryl Acetate,Polyglyceryl-3 Ricinoleate,BHT,Water,Glycerin,Butylene Glycol,Hydrogenated Lecithin,Pullulan,Fructooligosaccharides,Ficus Carica (Fig) Fruit Extract,Centella Asiatica Extract,Avena Sativa (Oat) Protein Extract, Aloe Barbadensis Leaf Extract,Ceramide NP,Beta-Glucan,Maltodextrin,Pistacia Lentiscus (Mastic) Gum,Titanium Dioxide (CI 77891)<br><br>ROYILAC<br>Octyldodecanol,Caprylic/Capric Triglyceride,Diisostearyl Malate,Polyglyceryl-2 Triisostearate,Synthetic Wax,Bis-Diglyceryl Polyacyladipate-2,Polyisobutene,Microcrystalline Wax,Sorbitan Isostearate,Polyglyceryl-4 Isostearate,1,2-Hexanediol,Mica,Coco-Caprylate/Caprate,Silica Dimethyl Silylate,Caprylic/Capric Glycerides,Polyglyceryl-3 Polyricinoleate,Disteardimonium Hectorite,Methicone, Squalane,Water,Glycerin,Butylene Glycol,Hydrogenated Lecithin,Pullulan,Fructooligosaccharides,Ficus Carica (Fig) Fruit Extract,Centella Asiatica Extract,Avena Sativa (Oat) Protein Extract, Aloe Barbadensis Leaf Extract,Ceramide NP,Beta-Glucan,Maltodextrin,Pistacia Lentiscus (Mastic) Gum,Titanium Dioxide (CI 77891),Phloxine B (CI 45410),Lithol Rubine BCA (CI 15850),Iron Oxide Red (CI 77491),Brilliant Blue FCF (CI 42090),Tartrazine (CI 19140),Sunset Yellow FCF (CI 15985) <br><br>RUDDLY<br>Octyldodecanol,Caprylic/Capric Triglyceride,Diisostearyl Malate,Polyglyceryl-2 Triisostearate,Synthetic Wax,Bis-Diglyceryl Polyacyladipate-2,Polyisobutene,Microcrystalline Wax,Sorbitan Isostearate,Polyglyceryl-4 Isostearate,1,2-Hexanediol,Mica,Coco-Caprylate/Caprate,Silica Dimethyl Silylate,Caprylic/Capric Glycerides,Polyglyceryl-3 Polyricinoleate,Disteardimonium Hectorite,Methicone, Squalane,Water,Glycerin,Butylene Glycol,Hydrogenated Lecithin,Pullulan,Fructooligosaccharides,Ficus Carica (Fig) Fruit Extract,Centella Asiatica Extract,Avena Sativa (Oat) Protein Extract, Aloe Barbadensis Leaf Extract,Ceramide NP,Beta-Glucan,Maltodextrin,Pistacia Lentiscus (Mastic) Gum,Titanium Dioxide (CI 77891),Phloxine B (CI 45410),Lithol Rubine BCA (CI 15850),Iron Oxide Red (CI 77491),Brilliant Blue FCF (CI 42090),Tartrazine (CI 19140),Sunset Yellow FCF (CI 15985) <br><br>BONEE<br>Octyldodecanol,Diisostearyl Malate,Caprylic/Capric Triglyceride,Polyglyceryl-2 Triisostearate,Synthetic Wax,Bis-Diglyceryl Polyacyladipate-2,Polyisobutene,Microcrystalline Wax,Polyglyceryl-4 Isostearate,1,2-Hexanediol,Silica Dimethyl Silylate,Coco-Caprylate/Caprate,Sorbitan Isostearate,Caprylic/Capric Glycerides,Polyglyceryl-3 Polyricinoleate,Disteardimonium Hectorite,Water,Glycerin,Butylene Glycol,Hydrogenated Lecithin,Pullulan,Fructooligosaccharides,Ficus Carica (Fig) Fruit Extract,Centella Asiatica Extract,Avena Sativa (Oat) Protein Extract, Aloe Barbadensis Leaf Extract,Ceramide NP,Beta-Glucan,Maltodextrin,Pistacia Lentiscus (Mastic) Gum,Titanium Dioxide (CI 77891),Iron Oxide Red (CI 77491),Iron Oxide Yellow (CI 77492),Tartrazine (CI 19140),Lithol Rubine B (CI 15850),Lithol Rubine BCA (CI 15850),Brilliant Blue FCF (CI 42090)<br><br>EVERNIN<br>Octyldodecanol,Diisostearyl Malate,Caprylic/Capric Triglyceride,Polyglyceryl-2 Triisostearate,Synthetic Wax,Bis-Diglyceryl Polyacyladipate-2,Polyisobutene,Microcrystalline Wax,Polyglyceryl-4 Isostearate,1,2-Hexanediol,Silica Dimethyl Silylate,Coco-Caprylate/Caprate,Sorbitan Isostearate,Caprylic/Capric Glycerides,Polyglyceryl-3 Polyricinoleate,Disteardimonium Hectorite,Water,Glycerin,Butylene Glycol,Hydrogenated Lecithin,Pullulan,Fructooligosaccharides,Ficus Carica (Fig) Fruit Extract,Centella Asiatica Extract,Avena Sativa (Oat) Protein Extract, Aloe Barbadensis Leaf Extract,Ceramide NP,Beta-Glucan,Maltodextrin,Pistacia Lentiscus (Mastic) Gum,Titanium Dioxide (CI 77891),Iron Oxide Red (CI 77491),Iron Oxide Yellow (CI 77492),Tartrazine (CI 19140),Lithol Rubine B (CI 15850),Lithol Rubine BCA (CI 15850),Brilliant Blue FCF (CI 42090)<br></td></tr><tr><th scope=""row"">MFDS Evaluation of Functional Cosmetics</th> <td>N</td></tr><tr><th scope=""row"">Precautions when using</th> <td>1. Consult a specialist if you have abnormal symptoms or side effects such as a skin rash, swelling, or itchiness during use or from exposure to direct sunlight after use.<br>2. Do not use on wounds or other affected areas.<br>3. Storage and handling instructions<br>a. Keep out of reach of children.<br>b. Keep away from direct sunlight.</td></tr><tr><th scope=""row"">Quality Assurance Standard</th> <td>Compensation for defective products is provided according to the criteria notified by the Fair Trade Commission.<br></td></tr><tr><th scope=""row"">Customer Service</th> <td>+82-70-5101-6263</td></tr></tbody></table></div></div></div></div>",Softy Cream Blush that melts into a second skin for natural-looking wash of soft-focus color.Discover its mess-proof translucent color layering for your makeup.This blush offers a lit-from-within radiance for a youthful blush look.,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/79afc08c-ce51-4832-83d3-e547b7e62fda_65eeb78f-d8c5-4076-ab87-dc358375b064.jpg?v=1742866012,lb,,,true,,,true,,,active
naming-softy-cream-blush-4-5g,,,,,,,,,RUDDLY,,,,,,,,,0.0,shopify,100,deny,manual,15.73,20.00,true,true,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/4400dc1d-72f5-43cb-a06b-09d718a029f9_6c1ca52d-2588-457a-8b58-13d2d136ce90.jpg?v=1742866012,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/5fed6f47-7c1c-4d90-ab38-cb6a7f49de75_efd0bc99-34de-4838-8aae-901fdb365f4b.jpg?v=1742866012,lb,,,,,,,,,
naming-softy-cream-blush-4-5g,,,,,,,,,BONEE,,,,,,,,,0.0,shopify,100,deny,manual,15.73,20.00,true,true,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/3eaaf111-5732-4d0b-a446-5d4cee58149d_ba09611f-10d9-48c0-b9d1-59b8ee272fcb.jpg?v=1742866012,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/ac8b9831-dbf8-4cdc-9623-d5799955a84c_31cf514b-90d3-48cc-97be-023fc32cab50.jpg?v=1742866012,lb,,,,,,,,,
naming-softy-cream-blush-4-5g,,,,,,,,,EVERNIN,,,,,,,,,0.0,shopify,100,deny,manual,15.73,20.00,true,true,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/80fbccee-44c4-4e97-a261-e141ebb62d67_0d00b005-dd52-4809-8eda-9c29831ca2c4.jpg?v=1742866012,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/43e85bc0-5a1e-4e39-95ae-50525117fa3d_a997a6b9-21a7-4ca8-929d-0c0ab9aca132.jpg?v=1742866012,lb,,,,,,,,,
naming-softy-cream-blush-4-5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/41e56646-6852-4c59-8aaa-e55c63a0ca4c_52329628-3baa-40d3-b98c-37212f8115a8.jpg?v=1742866012,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
naming-softy-cream-blush-4-5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/41eaee4a-7986-4791-9891-5441d2dbe896_cf62ef35-3e81-4ca7-b4af-f7e5fa171577.jpg?v=1742866012,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
naming-softy-cream-blush-4-5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/79afc08c-ce51-4832-83d3-e547b7e62fda_65eeb78f-d8c5-4076-ab87-dc358375b064.jpg?v=1742866012,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
naming-softy-cream-blush-4-5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/5fed6f47-7c1c-4d90-ab38-cb6a7f49de75_efd0bc99-34de-4838-8aae-901fdb365f4b.jpg?v=1742866012,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
naming-softy-cream-blush-4-5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/ac8b9831-dbf8-4cdc-9623-d5799955a84c_31cf514b-90d3-48cc-97be-023fc32cab50.jpg?v=1742866012,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
naming-softy-cream-blush-4-5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/43e85bc0-5a1e-4e39-95ae-50525117fa3d_a997a6b9-21a7-4ca8-929d-0c0ab9aca132.jpg?v=1742866012,10,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
naming-skin-fit-concealer-brush-2-2ml,NAMING. Skin Fit Concealer Brush 2.2ml,"",NAMING.,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup,Concealer,"",true,Color,PEACH BEIGE,,,,,,,,,0.0,shopify,100,deny,manual,24.00,,true,true,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/bbbec56c-48c0-458b-8b36-39223289fb5b_7b5aade1-bd83-41b8-a71e-09d83f37739c.jpg?v=1742866027,1,"",false,,,,,,,,,,,,,,The brush finely splits concealer particles to provide low lumping effect on skin and even skin texture.,"<img style=""display: block; margin-left: auto; margin-right: auto"" src=""https://cdn.shopify.com/s/files/1/0668/2555/2008/files/8303f782-0e6f-4857-b677-7ce16c615326.jpg?v=1742782344"" alt="""">","<div class=""modal-body type-inner-scroll""><div class=""modal-contents""><!----> <div class=""modal-cont-box type02""><div class=""prd-description""><table class=""table prd-desc-tbl""><colgroup><col class=""col01""> <col class=""col02""></colgroup> <tbody id=""descTbody""><tr><th scope=""row"">Content volume or weight</th> <td>2.2ml</td></tr><tr><th scope=""row"">Ideal for</th> <td>For all skin types</td></tr><tr><th scope=""row"">Expiration date (or expiration date after opening)</th> <td>36 months after manufacture</td></tr><tr><th scope=""row"">How to Use</th> <td>Before applying the cushion, apply an appropriate amount to the wished area with a brush. <br>Apply a second coat to areas that are not covered propoerly or where you want more coverage.</td></tr><tr><th scope=""row"">Cosmetics manufacturers, cosmetics responsible distributors, and customized cosmetics sellers</th> <td>Four Company Co., Ltd. / Cosmax Co., Ltd.</td></tr><tr><th scope=""row"">Country of Manufacture</th> <td>South Korea</td></tr><tr><th scope=""row"">Ingredients</th> <td>FAIR<br>Water, Titanium Dioxide (CI 77891), Cyclopentasiloxane, Phenyl Trimethicone, Butylene Glycol, Talc, Pentylene Glycol, Cetyl PEG/PPG-10/1 Dimethicone, Iron Oxide Yellow (CI 77492), PEG-10 Dimethicone, PVP, Aluminum Hydroxide, Magnesium Sulfate, Triethoxycaprylylsilane, Disteardimonium Hectorite, Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, Lauryl PEG-10 Tris(Trimethylsiloxy)silylethyl Dimethicone, Ethylhexylglycerin, Trisodium Ethylenediamine Disuccinate, Pentaerythrityl Tetra-di-t-butyl Hydroxyhydrocinnamate, Triisopropanolamine, Tocopherol, Phenoxyethanol, Fragrance, Linalool, Limonene, Iron Oxide Red (CI 77491), Iron Oxide Black (CI 77499)<br><br>IVORY<br>Water, Titanium Dioxide (CI 77891), Cyclopentasiloxane, Phenyl Trimethicone, Butylene Glycol, Talc, Pentylene Glycol, Cetyl PEG/PPG-10/1 Dimethicone, Iron Oxide Yellow (CI 77492), PEG-10 Dimethicone, PVP, Magnesium Sulfate, Aluminum Hydroxide, Triethoxycaprylylsilane, Disteardimonium Hectorite, Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, Lauryl PEG-10 Tris(Trimethylsiloxy)silylethyl Dimethicone, Ethylhexylglycerin, Trisodium Ethylenediamine Disuccinate, Pentaerythrityl Tetra-di-t-butyl Hydroxyhydrocinnamate, Triisopropanolamine, Tocopherol, Phenoxyethanol, Fragrance, Linalool, Limonene, Iron Oxide Red (CI 77491), Iron Oxide Black (CI 77499)<br><br>PEACH BEIGE<br>Water, Cyclopentasiloxane, Titanium Dioxide (CI 77891), Cyclohexasiloxane, Dipropylene Glycol, Glycerin, Pentylene Glycol, Alcohol Denat., PEG-10 Dimethicone, Isotridecyl Isononanoate, Isododecane, Mica (CI 77019), Butylene Glycol Dicaprylate/Dicaprate, Lauryl PEG-10 Tris(Trimethylsiloxy)silylethyl Dimethicone, Disteardimonium Hectorite, Dimethicone, Magnesium Sulfate, Ceresin, PVP, Octyldodecanol, Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, Aluminum Hydroxide, Triethoxycaprylylsilane, Dimethicone/Vinyl Dimethicone Crosspolymer, Caprylyl Glycol, Glyceryl Caprylate, Propylene Carbonate, Polyglyceryl-4 Isostearate, Trisodium Ethylenediamine Disuccinate, Isopropyl Titanium Triisostearate, Tocopherol, Fragrance, Linalool, Limonene, Iron Oxide Red (CI 77491), Iron Oxide Yellow (CI 77492), Iron Oxide Black (CI 77499)</td></tr><tr><th scope=""row"">MFDS Evaluation of Functional Cosmetics</th> <td>N</td></tr><tr><th scope=""row"">Precautions when using</th> <td>1. Consult a specialist if you have abnormal symptoms or side effects such as a skin rash, swelling, or itchiness during use or from exposure to direct sunlight after use.<br>2. Do not use on wounds or other affected areas.<br>3. Storage and handling instructions<br>a. Keep out of reach of children.<br>b. Keep away from direct sunlight.</td></tr><tr><th scope=""row"">Quality Assurance Standard</th> <td>Compensation for defective products is provided according to the criteria for the settlement of consumer disputes notified publicly by the Fair Trade Commission.<br></td></tr><tr><th scope=""row"">Customer Service</th> <td>+82-70-4610-6871</td></tr></tbody></table></div></div></div></div>",The skin fit concealer provides diverse base makeup including light to full coverage.Provides diverse application of base product with even coverage to cover any skin flaws.The thin and lightweight texture adheres on skin without any lump to maintain long-lasting clear skin.,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/4a5643d4-372d-49c9-80b0-b46f65a72911_54db2cd1-e664-4640-a2b5-b7da55c8a5c3.jpg?v=1742866027,lb,,,true,,,true,,,active
