Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Featured Ingredients (product.metafields.custom.featured_ingredients),How to Use (product.metafields.custom.how_to_use),Specific Item Info (product.metafields.custom.specific_item_info),Why We Love It (product.metafields.custom.why_we_love_it),Product rating count (product.metafields.reviews.rating_count),Active ingredient (product.metafields.shopify.active-ingredient),Color (product.metafields.shopify.color-pattern),Constitutive ingredients (product.metafields.shopify.constitutive-ingredients),Dispenser type (product.metafields.shopify.dispenser-type),Fragrance level (product.metafields.shopify.fragrance-level),Moisturizer type (product.metafields.shopify.moisturizer-type),Package type (product.metafields.shopify.package-type),Product certifications & standards (product.metafields.shopify.product-certifications-standards),Product form (product.metafields.shopify.product-form),Skin care effect (product.metafields.shopify.skin-care-effect),Skin care features (product.metafields.shopify.skin-care-features),Skin care mask type (product.metafields.shopify.skin-care-mask-type),Suitable for skin type (product.metafields.shopify.suitable-for-skin-type),Target gender (product.metafields.shopify.target-gender),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Status
abib-heartleaf-spot-pad-calming-touch-80p-set-10p,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/64e76542-3070-4857-8393-108a29debc27_824db1a2-e9b6-43ff-a5c8-f090ec56ceb7.jpg?v=1742241397,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abib-heartleaf-spot-pad-calming-touch-80p-set-10p,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/394b7bd1-30e5-44e6-b9d8-8721d4a10d06_2dfabed2-bb04-4f36-be66-e223aac38dfd.jpg?v=1742241397,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abib-sedum-hyaluron-pad-hydrating-touch-75-pads-10-pads,Abib Sedum Hyaluron Pad Hydrating Touch 75 Pads (+10 Pads),"",Abib,Health & Beauty > Personal Care > Cosmetics > Skin Care > Skin Care Masks & Peels,Pads,"",true,Title,Default Title,,,,,,,,,0.0,shopify,100,deny,manual,32.00,,true,true,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/83eb56d4-2e01-4e22-9b28-6c52f3a679ab_dc27efcc-cd9f-46d5-96ba-bd0ab97cb6a6.jpg?v=1742241391,1,"",false,,,,,,,,,,,,,,"Grown in clean Jeju, the sedum sarmentosum is a plant with enough moisture retention to withstand dryness and grow on rocks; this product contains 30,342ppm of sedum sarmentosum extract and high purity hyaluronic acid, and the user can feel the sedum's moisture as it is.It used proprietary material, which wholly contains the high moisture sedum extracted through high purity hyaluronic acid.The extract was produced through eco-friendly methods which do not involve a heating process.Containing an 8-layer hyaluronic acid and Acetyle Glutamine, this product seamlessly supplies the skin with moisture.Feel the moisturizing and soothing synergy of panthenol and sorbitol.With mild stimulation peeling components such as PHA for mild dead skin cell care, and succinic acid for dead skin cell and sebum care, this product can be used for mild dead skin cell care every day, even for sensitive skin.The subacid hyaluronic acid ampoule essence provides rich moisture to the skin as well as mild stimulation care.Using biodegradable sheets containing cellulose, the fine micro embossed sheet fills every crack between the pores with moisture and smooths out the skin.","<img style=""display: block; margin-left: auto; margin-right: auto"" src=""https://cdn.shopify.com/s/files/1/0668/2555/2008/files/4bc55a63-8d3e-412d-b5d0-b365ec0c53e6.jpg?v=1741618089"" alt="""">","<div class=""modal-body type-inner-scroll""><div class=""modal-contents""><!----> <div class=""modal-cont-box type02""><div class=""prd-description""><table class=""table prd-desc-tbl""><colgroup><col class=""col01""> <col class=""col02""></colgroup> <tbody id=""descTbody""><tr><th scope=""row"">Content volume or weight</th> <td>Main Product 165mL/75 Pads, (+25mL/10 Pads) </td></tr><tr><th scope=""row"">Ideal for</th> <td>For all skin types</td></tr><tr><th scope=""row"">Expiration date (or expiration date after opening)</th> <td>36 months before opening, 6 months after opening</td></tr><tr><th scope=""row"">How to Use</th> <td>1. Open the lid and take out a pad with the tweezers provided.<br><br>2. Wipe out your entire face, except for eye areas to hydrate and refine your skin. <br><br>3. Close the lid after use to prevent the pads from drying out.<br><br>*For a quick relenishment of moisture, place the pads on the concerned areas as a mask pack. <br><br></td></tr><tr><th scope=""row"">Cosmetics manufacturers, cosmetics responsible distributors, and customized cosmetics sellers</th> <td>COSMAX Co., Ltd. /ABIB Co., Ltd.</td></tr><tr><th scope=""row"">Country of Manufacture</th> <td>South Korea</td></tr><tr><th scope=""row"">Ingredients</th> <td>Water, Methylpropanediol, Sedum Sarmentosum Extract (30,342ppm), Glycerin, 1,2-Hexanediol, Propanediol, Sodium Hyaluronate (84.8ppm), Vincetoxicum Atratum Extract, Althaea Rosea Flower Extract, Hydrolyzed Hyaluronic Acid (0.1ppm), Hyaluronic Acid (0.025ppm), Dipropylene Glycol, Betaine, Trehalose, Sodium Citrate, Allantoin, Succinic Acid, Glyceryl Glucoside, Caprylyl Glycol, Polyglyceryl-10 Laurate, Ethylhexylglycerin, Gluconolactone, Butylene Glycol, Hydroxyethylcellulose, Pentylene Glycol, Acetyl Glucosamine, Glucose, Hydroxyacetophenone, Sodium Chloride, Panthenol, Sorbitol, Sodium Hyaluronate Crosspolymer (1.26ppm), Hydroxypropyltrimonium Hyaluronate (1ppm), Sodium Acetylated Hyaluronate (0.1ppm), Dipotassium Phosphate, Acetyl Glutamine, Hydrolyzed Sodium Hyaluronate (0.01ppm), Potassium Hyaluronate (0.002ppm), Cellulose Gum, Caffeine, Disodium EDTA, Xanthan Gum<br></td></tr><tr><th scope=""row"">MFDS Evaluation of Functional Cosmetics</th> <td>N</td></tr><tr><th scope=""row"">Precautions when using</th> <td>1) Consult a specialist if you have abnormal symptoms or side effects such as a skin rash, swelling, or itchiness during use or from exposure to direct sunlight after use.<br><br>2) Do not use on wounds or other affected areas.<br><br>3) Storage and handling instructions<br><br>a) Keep out of reach of children.<br><br>b) Keep away from direct sunlight.<br><br></td></tr><tr><th scope=""row"">Quality Assurance Standard</th> <td>In accordance with relevant laws and the criteria for the settlement of consumer disputes<br></td></tr><tr><th scope=""row"">Customer Service</th> <td>+82-70-4131-5906</td></tr></tbody></table></div></div></div></div>","Just one sedum pad is enough give the skin a moisturizing treatment.It provides moisture, as well as skin texture care, mild stimulation dead skin care, and sensitive skin care.A skin moisture content improvement test showed a 49% increase in moisture content, and the enriching moisture can be felt.",,,,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
abib-sedum-hyaluron-pad-hydrating-touch-75-pads-10-pads,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/f44c288c-401b-48b0-8bbd-543a3089fcac_ef6616f7-a6ec-4c67-aeb7-a020599d25e4.jpg?v=1742241391,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abib-heartleaf-spot-pad-calming-touch-80-pads,Abib Heartleaf Spot Pad Calming Touch 80 Pads,"",Abib,Health & Beauty > Personal Care > Cosmetics > Skin Care > Skin Care Masks & Peels,Pads,"",true,Title,Default Title,,,,,,,,,0.0,shopify,100,deny,manual,22.40,32.00,true,true,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/07e8667a-908d-4841-ab0f-f5ea7eb2bae8_03e78563-4033-4016-8b80-3b8ad9778f73.jpg?v=1742241388,1,"",false,,,,,,,,,,,,,,"Aviv uses 40,000ppm of houttuynia cordata extract grown in clean areas of Jirisan to comfortably soothe and clear the skin stimulated by external environment and stress, alleviating skin redness and avoiding moisture loss.The combination of hyaluronic acid and acetylglucosamine moisturizes the skin.The contained wintergreen leaf extract helps soothe the skin with salicylic acid straight from the environment.","<img style=""display: block; margin-left: auto; margin-right: auto"" src=""https://cdn.shopify.com/s/files/1/0668/2555/2008/files/5b8b56a9-90f1-4629-9636-8ffa269840a8.jpg?v=1741617721"" alt="""">","<div class=""modal-body type-inner-scroll""><div class=""modal-contents""><!----> <div class=""modal-cont-box type02""><div class=""prd-description""><table class=""table prd-desc-tbl""><colgroup><col class=""col01""> <col class=""col02""></colgroup> <tbody id=""descTbody""><tr><th scope=""row"">Content volume or weight</th> <td>150ml / 80 pads</td></tr><tr><th scope=""row"">Ideal for</th> <td>For all skin types</td></tr><tr><th scope=""row"">Expiration date (or expiration date after opening)</th> <td>36 months before opening / 12 months after opening</td></tr><tr><th scope=""row"">How to Use</th> <td>1. Open the lid and take out a pad with the tweezers provided.<br><br>2. Wipe out your entire face, except for the eye areas to soothe the skin. <br><br>3. Close the lid after use to prevent the pads from drying out.<br><br>*Place the pads on the concerned areas as a soothing pack for a quick relief. <br><br></td></tr><tr><th scope=""row"">Cosmetics manufacturers, cosmetics responsible distributors, and customized cosmetics sellers</th> <td>COSMAX Co., Ltd. /ABIB Co., Ltd.</td></tr><tr><th scope=""row"">Country of Manufacture</th> <td>South Korea</td></tr><tr><th scope=""row"">Ingredients</th> <td>Water,Glycerin,Butylene Glycol,Houttuynia Cordata Extract,1,2-Hexanediol,Althaea Rosea Flower Extract,Sodium Hyaluronate,Gaultheria Procumbens (Wintergreen) Leaf Extract,Hydroxyethyl Urea,Allantoin,Trehalose,Polyglyceryl-10 Laurate,Caprylyl Glycol,Polyglyceryl-10 Myristate,Ethylhexylglycerin,Pentylene Glycol,Acetyl Glucosamine, Hydroxyacetophenone,Sodium Hyaluronate Crosspolymer,Tocopherol,Biosaccharide Gum-4,Caffeine,Xanthan Gum,Disodium EDTA<br></td></tr><tr><th scope=""row"">MFDS Evaluation of Functional Cosmetics</th> <td>N</td></tr><tr><th scope=""row"">Precautions when using</th> <td>1) Consult a specialist if you have abnormal symptoms or side effects such as a skin rash, swelling, or itchiness during use or from exposure to direct sunlight after use.<br><br>2) Do not use on wounds or other affected areas.<br><br>3) Storage and handling instructions<br><br>a) Keep out of reach of children.<br><br>b) Keep away from direct sunlight.<br><br></td></tr><tr><th scope=""row"">Quality Assurance Standard</th> <td>In accordance with relevant laws and the criteria for the settlement of consumer disputes<br></td></tr><tr><th scope=""row"">Customer Service</th> <td>+82-70-4131-5906</td></tr></tbody></table></div></div></div></div>","This product won the Olive Young Awards for two consecutive years by winning first place in the 2020 Olive Young Trend category and the 2021 Olive Young Awards pad category.The 6cm increased pad diameter lets it can be used on a wider area.To minimize essence leakage, the Heartleaf Spot Pad Calming Touch container has been changed from a one-touch cap to a screw cap.",,,,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
abib-sedum-hyaluron-pad-hydrating-touch-75-pads,Abib Sedum Hyaluron Pad Hydrating Touch 75 Pads,"",Abib,Health & Beauty > Personal Care > Cosmetics > Skin Care > Skin Care Masks & Peels,Pads,"",true,Title,Default Title,,,,,,,,,0.0,shopify,100,deny,manual,32.00,,true,true,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/6b05311d-4c05-43b1-a5ab-1ce00e148651_0b1e7578-0859-4a03-b00e-4bdea5aae544.jpg?v=1742241385,1,"",false,,,,,,,,,,,,,,"Hyaluronic Acid Ampoule Essence: Fills the skin with moisture, making it hydrated.8 Hyaluronic Acid, Acetyl Glutamine: Help keeps the skin moisturized.Panthenol, Sorbitol: Helps soothe the skin.PHA: Takes care of dead skin cells without irritation to the skin.Succinic acid: Effective for removing dead skin cells and sebum without irritation to the skin.This product has been completed for the skin irritation test, so even sensitive skin can use it mildly.","<img style=""display: block; margin-left: auto; margin-right: auto"" src=""https://cdn.shopify.com/s/files/1/0668/2555/2008/files/550cf9a6-cfa1-4247-8b67-904a57a84ab4.jpg?v=1741617522"" alt="""">","<div class=""modal-body type-inner-scroll""><div class=""modal-contents""><!----> <div class=""modal-cont-box type02""><div class=""prd-description""><table class=""table prd-desc-tbl""><colgroup><col class=""col01""> <col class=""col02""></colgroup> <tbody id=""descTbody""><tr><th scope=""row"">Content volume or weight</th> <td>165ml/75pads</td></tr><tr><th scope=""row"">Ideal for</th> <td>For all skin types</td></tr><tr><th scope=""row"">Expiration date (or expiration date after opening)</th> <td>36 months before opening, 6 months after opening</td></tr><tr><th scope=""row"">How to Use</th> <td>1. Open the lid and take out a pad with the tweezers provided.<br><br>2. Wipe out your entire face, except for eye areas to hydrate and refine your skin. <br><br>3. Close the lid after use to prevent the pads from drying out.<br><br>*For a quick replenishment of moisture, place the pads on the concerned areas as a mask pack. <br><br></td></tr><tr><th scope=""row"">Cosmetics manufacturers, cosmetics responsible distributors, and customized cosmetics sellers</th> <td>COSMAX Co., Ltd. /ABIB Co., Ltd.</td></tr><tr><th scope=""row"">Country of Manufacture</th> <td>South Korea</td></tr><tr><th scope=""row"">Ingredients</th> <td>Water, Methylpropanediol, Sedum Sarmentosum Extract (30,342ppm), Glycerine, 1,2-Hexanediol, Propanediol, Sodium Hyaluronate (84.8ppm), Vincetoxicum Atratum Extract, Althaea Rosea Flower Extract, Hydrolyzed Hyaluronic Acid (0.1ppm), Hyaluronic Acid (0.025ppm), Dipropylene Glycol, Betaine, Trehalose, Sodium Citrate, Allantoin, Succinic Acid, Glyceryl Glucoside, Caprylyl Glycol, Polyglyceryl-10 Laurate, Ethylhexylglycerin, Gluconolactone, Butylene Glycol, Hydroxyethylcellulose, Pentylene Glycol, Acetyl Glucosamine, Glucose, Hydroxyacetophenone, Sodium Chloride, Panthenol, Sorbitol, Sodium Hyaluronate Crosspolymer (1.26ppm), Hydroxypropyltrimonium Hyaluronate (1ppm), Sodium Acetylated Hyaluronate (0.1ppm), Dipotassium Phosphate, Acetyl Glutamine, Hydrolyzed Sodium Hyaluronate (0.01ppm), Potassium Hyaluronate (0.002ppm), Cellulose Gum, Caffeine, Disodium EDTA, Xanthan Gum<br></td></tr><tr><th scope=""row"">MFDS Evaluation of Functional Cosmetics</th> <td>N</td></tr><tr><th scope=""row"">Precautions when using</th> <td>1) Consult a specialist if you have abnormal symptoms or side effects such as a skin rash, swelling, or itchiness during use or from exposure to direct sunlight after use.<br><br>2) Do not use on wounds or other affected areas.<br><br>3) Storage and handling instructions<br><br>a) Keep out of reach of children.<br><br>b) Keep away from direct sunlight.<br><br></td></tr><tr><th scope=""row"">Quality Assurance Standard</th> <td>In accordance with relevant laws and the criteria for the settlement of consumer disputes<br></td></tr><tr><th scope=""row"">Customer Service</th> <td>+82-70-4131-5906</td></tr></tbody></table></div></div></div></div>",This product is a pad for those who want to recharge their skin quickly.This product is a pad effective for improving skin texture.This product helps with exfoliation without any irritation to the skin.,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
abib-heartleaf-essence-pad-clear-touch-70p-refill-set,Abib Heartleaf Essence Pad Clear Touch 70P Refill Set,"",Abib,Health & Beauty > Personal Care > Cosmetics > Skin Care > Skin Care Masks & Peels,Pads,"",true,Title,Default Title,,,,,,,,,0.0,shopify,100,deny,manual,35.24,53.00,true,true,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/8ee2e037-acf8-4cfc-bbf2-d1a3f6cbd14f_8531f030-6cfb-4611-a3f4-90ea8f43b6ff.jpg?v=1742241383,1,"",false,,,,,,,,,,,,,,"Contains Succinic Acid, excellent for sebum control and exfoliation, and Lotus Corniculatus Seed Extract, which reduces heat and helps with trouble care, calming both trouble and marks.Three types of high-efficacy Houttuynia Cordata ingredients soothe the skin faster and help improve troubles.","<img style=""display: block; margin-left: auto; margin-right: auto"" src=""https://cdn.shopify.com/s/files/1/0668/2555/2008/files/A00000021955504ko.jpg?v=1741617006"" alt="""">","<div class=""modal-body type-inner-scroll""><div class=""modal-contents""><!----> <div class=""modal-cont-box type02""><div class=""prd-description""><table class=""table prd-desc-tbl""><colgroup><col class=""col01""> <col class=""col02""></colgroup> <tbody id=""descTbody""><tr><th scope=""row"">Content volume or weight</th> <td>70P + 70P</td></tr><tr><th scope=""row"">Ideal for</th> <td>For all skin types</td></tr><tr><th scope=""row"">Expiration date (or expiration date after opening)</th> <td>36 months before opening, 12 months after opening</td></tr><tr><th scope=""row"">How to Use</th> <td>1. Open the lid and take out a pad with the tweezers provided.<br>2. Wipe out your entire face, except for the eye areas to soothe the skin. <br>3. Close the lid after use to prevent the pads from drying out.<br>*Place the pads on the concerned areas as a soothing pack for a quick relief. </td></tr><tr><th scope=""row"">Cosmetics manufacturers, cosmetics responsible distributors, and customized cosmetics sellers</th> <td>COSMAX Co., Ltd. /ABIB Co., Ltd.</td></tr><tr><th scope=""row"">Country of Manufacture</th> <td>South Korea</td></tr><tr><th scope=""row"">Ingredients</th> <td>Water, Glycerin, Butylene Glycol, Niacinamide, Aureobasidium Pullulans Ferment, Houttuynia Cordata Extract, 1,2-Hexanediol, Hydroxyacetophenone, Panthenol, Propanediol, Allantoin, Caffeine, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Tromethamine, Caprylyl Glycol, Cetyl Ethylhexanoate, Hydroxyethylcellulose, Xanthan Gum, Polyglyceryl-10 Isostearate, Ethylhexylglycerin, Squalane, Polyglyceryl-10 Oleate, Phaseolus Radiatus Sprout Extract, Triticum Vulgare (Wheat) Sprout Extract, Hydrogenated Lecithin, Brassica Oleracea Italica (Broccoli) Sprout Extract, Caprylic/Capric Triglyceride, Disodium EDTA, Cellulose, Succinic Acid, Vincetoxicum Atratum Extract, Cellulose Gum, Althaea Rosea Flower Extract, Honokiol, Tocopherol, Lotus Corniculatus Seed Extract, Sorbitol, Quercetin</td></tr><tr><th scope=""row"">MFDS Evaluation of Functional Cosmetics</th> <td>Completion of functional cosmetics review (or report) according to the Cosmetics Act</td></tr><tr><th scope=""row"">Precautions when using</th> <td>1) Consult a specialist if you have abnormal symptoms or side effects such as a skin rash, swelling, or itchiness during use or from exposure to direct sunlight after use.<br>2) Do not use on wounds or other affected areas.<br>3) Storage and handling instructions<br>a) Keep out of reach of children.<br>b) Keep away from direct sunlight.</td></tr><tr><th scope=""row"">Quality Assurance Standard</th> <td>In accordance with relevant laws and the criteria for the settlement of consumer disputes<br></td></tr><tr><th scope=""row"">Customer Service</th> <td>+82-70-4131-5906</td></tr></tbody></table></div></div></div></div>","One pad calms hidden troubles and cares for subsequent marks, providing calming for trouble areas, relief from five major external irritants, and improvement in marks.The 7cm larger hole-type plain side adheres better, while the hook-shaped towel side cleanses more effectively, and it contains a high-efficacy trouble essence instead of toner for rapid calming effects.Completed sensitivity tests for sensitive skin, allowing worry-free daily trouble calming care for sensitive skin. Hygienic and perfectly sealed with sealing paper and a one-touch cap for convenient use.",,,,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
abib-heartleaf-essence-pad-clear-touch-70p-refill-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/8aab85fa-50b2-4456-ad98-176ebe8379ea_887c41ee-7a89-406d-9404-b534b15108b4.jpg?v=1742241383,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abib-heartleaf-spot-pad-calming-touch-140-sheets-large-edition,Abib Heartleaf spot pad Calming touch (140 sheets) Large Edition,"",Abib,Health & Beauty > Personal Care > Cosmetics > Skin Care > Skin Care Masks & Peels,Pads,"",true,Title,Default Title,,,,,,,,,0.0,shopify,100,deny,manual,52.00,,true,true,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/a60fb7fa-7009-4103-8434-579e48930e28_13ab2a08-e734-43f8-983c-c6a0b27101f1.jpg?v=1742241379,1,"",false,,,,,,,,,,,,,,,"<img style=""display: block; margin-left: auto; margin-right: auto"" src=""https://cdn.shopify.com/s/files/1/0668/2555/2008/files/8c68ec9f-c266-4910-a2d4-9e500c657738.jpg?v=1741616572"" alt="""">","<div class=""modal-body type-inner-scroll""><div class=""modal-contents""><!----> <div class=""modal-cont-box type02""><div class=""prd-description""><table class=""table prd-desc-tbl""><colgroup><col class=""col01""> <col class=""col02""></colgroup> <tbody id=""descTbody""><tr><th scope=""row"">Content volume or weight</th> <td>250ml/140pads</td></tr><tr><th scope=""row"">Ideal for</th> <td>For all skin types</td></tr><tr><th scope=""row"">Expiration date (or expiration date after opening)</th> <td>36 months before opening, 9 months after opening</td></tr><tr><th scope=""row"">How to Use</th> <td>1. Open the lid and take out a pad with the tweezers provided.<br><br>2. Wipe out your entire face, except for the eye areas to soothe the skin. <br><br>3. Close the lid after use to prevent the pads from drying out.<br><br>*Place the pads on the concerned areas as a soothing pack for a quick relief. <br><br></td></tr><tr><th scope=""row"">Cosmetics manufacturers, cosmetics responsible distributors, and customized cosmetics sellers</th> <td>COSMAX Co., Ltd. /ABIB Co., Ltd.</td></tr><tr><th scope=""row"">Country of Manufacture</th> <td>South Korea</td></tr><tr><th scope=""row"">Ingredients</th> <td>Water, Glycerin, Butylene Glycol, 1,2-Hexanediol, Houttuynia Cordata Extract, Althaea Rosea Flower Extract, Sodium Hyaluronate, Gaultheria Procumbens (Wintergreen) Leaf Extract, Hydroxyethyl Urea, Allantoin, Trehalose, Polyglyceryl-10 Laurate, Caprylyl Glycol, Polyglyceryl-10 Myristate, Ethylhexylglycerin, Pentylene Glycol, Acetyl Glucosamine, Hydroxyacetophenone, Sodium Hyaluronate Crosspolymer, Tocopherol, Biosaccharide Gum-4, Caffeine, Xanthan Gum, Disodium EDTA<br></td></tr><tr><th scope=""row"">MFDS Evaluation of Functional Cosmetics</th> <td>N</td></tr><tr><th scope=""row"">Precautions when using</th> <td>1) Consult a specialist if you have abnormal symptoms or side effects such as a skin rash, swelling, or itchiness during use or from exposure to direct sunlight after use. <br>2) Do not use on wounds or other affected areas. <br>3) Storage and handling instructions a) Keep out of reach of children. b) Keep away from direct sunlight.<br></td></tr><tr><th scope=""row"">Quality Assurance Standard</th> <td>In accordance with relevant laws and the criteria for the settlement of consumer disputes<br></td></tr><tr><th scope=""row"">Customer Service</th> <td>+82-70-4131-5906</td></tr></tbody></table></div></div></div></div>",,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
abib-heartleaf-essence-pad-clear-touch-70p,Abib Heartleaf Essence Pad Clear Touch 70P,"",Abib,Health & Beauty > Personal Care > Cosmetics > Skin Care > Skin Care Masks & Peels,Pads,"",true,Title,Default Title,,,,,,,,,0.0,shopify,100,deny,manual,22.40,32.00,true,true,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/5a95e162-2152-494c-ae4d-929a7b6a5577_5fcdb193-0206-4081-8dad-642087fb514c.jpg?v=1742241376,1,"",false,,,,,,,,,,,,,,"Contains Succinic Acid, excellent for sebum control and exfoliation, and Lotus Corniculatus Seed Extract, which reduces heat and helps with trouble care, calming both trouble and marks.Three types of high-efficacy Houttuynia Cordata ingredients soothe the skin faster and help improve troubles.","<img style=""display: block; margin-left: auto; margin-right: auto"" src=""https://cdn.shopify.com/s/files/1/0668/2555/2008/files/A00000021955701ko.jpg?v=1741615810"" alt="""">","<div class=""modal-body type-inner-scroll""><div class=""modal-contents""><!----> <div class=""modal-cont-box type02""><div class=""prd-description""><table class=""table prd-desc-tbl""><colgroup><col class=""col01""> <col class=""col02""></colgroup> <tbody id=""descTbody""><tr><th scope=""row"">Content volume or weight</th> <td>70 Sheets</td></tr><tr><th scope=""row"">Ideal for</th> <td>For all skin types</td></tr><tr><th scope=""row"">Expiration date (or expiration date after opening)</th> <td>36 months before opening, 12 months after opening</td></tr><tr><th scope=""row"">How to Use</th> <td>1. Open the lid and take out a pad with the tweezers provided.<br>2. Wipe out your entire face, except for the eye areas to soothe the skin. <br>3. Close the lid after use to prevent the pads from drying out.<br>*Place the pads on the concerned areas as a soothing pack for a quick relief. </td></tr><tr><th scope=""row"">Cosmetics manufacturers, cosmetics responsible distributors, and customized cosmetics sellers</th> <td>COSMAX Co., Ltd. /ABIB Co., Ltd.</td></tr><tr><th scope=""row"">Country of Manufacture</th> <td>South Korea</td></tr><tr><th scope=""row"">Ingredients</th> <td>Water, Glycerin, Butylene Glycol, Niacinamide, Aureobasidium Pullulans Ferment, Houttuynia Cordata Extract, 1,2-Hexanediol, Hydroxyacetophenone, Panthenol, Propanediol, Allantoin, Caffeine, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Tromethamine, Caprylyl Glycol, Cetyl Ethylhexanoate, Hydroxyethylcellulose, Xanthan Gum, Polyglyceryl-10 Isostearate, Ethylhexylglycerin, Squalane, Polyglyceryl-10 Oleate, Phaseolus Radiatus Sprout Extract, Triticum Vulgare (Wheat) Sprout Extract, Hydrogenated Lecithin, Brassica Oleracea Italica (Broccoli) Sprout Extract, Caprylic/Capric Triglyceride, Disodium EDTA, Cellulose, Succinic Acid, Vincetoxicum Atratum Extract, Cellulose Gum, Althaea Rosea Flower Extract, Honokiol, Tocopherol, Lotus Corniculatus Seed Extract, Sorbitol, Quercetin</td></tr><tr><th scope=""row"">MFDS Evaluation of Functional Cosmetics</th> <td>Completion of functional cosmetics review (or report) according to the Cosmetics Act</td></tr><tr><th scope=""row"">Precautions when using</th> <td>1) Consult a specialist if you have abnormal symptoms or side effects such as a skin rash, swelling, or itchiness during use or from exposure to direct sunlight after use.<br>2) Do not use on wounds or other affected areas.<br>3) Storage and handling instructions<br>a) Keep out of reach of children.<br>b) Keep away from direct sunlight.</td></tr><tr><th scope=""row"">Quality Assurance Standard</th> <td>In accordance with relevant laws and the criteria for the settlement of consumer disputes<br></td></tr><tr><th scope=""row"">Customer Service</th> <td>+82-70-4131-5906</td></tr></tbody></table></div></div></div></div>","One pad calms hidden troubles and cares for subsequent marks, providing calming for trouble areas, relief from five major external irritants, and improvement in marks.The 7cm larger hole-type plain side adheres better, while the hook-shaped towel side cleanses more effectively, and it contains a high-efficacy trouble essence instead of toner for rapid calming effects.Completed sensitivity tests for sensitive skin, allowing worry-free daily trouble calming care for sensitive skin. Hygienic and perfectly sealed with sealing paper and a one-touch cap for convenient use.",,,,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
abib-heartleaf-essence-pad-clear-touch-70p,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/7f71d59a-9a9f-41bc-a984-b04150a54437_fd890e60-9e75-4d48-9969-8e74600e4f85.jpg?v=1742241376,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
